航班号,sequenceNo,marketAirlineCode,航空公司,marketAlliance,出发国家,departureCountryCode,departureProvinceId,departureCityId,departureCityCode,出发城市,出发机场三字码,出发机场,departureAirportShortName,departureTerminal,到达国家,arrivalCountryCode,arrivalProvinceId,arrivalCityId,arrivalCityCode,到达城市,到达机场三字码,到达机场,arrivalAirportShortName,arrivalTerminal,飞行时长,transferDuration,飞机型号三字码,飞机型号,飞机尺寸,departureDateTime,arrivalDateTime,leakedVisaTagSwitch,highLightPlaneNo,停留次数,istTransitService,mainSegment,出发日期,出发时间,到达日期,到达时间,operateAirlineCode,operateAirlineName,operateAlliance,operateFlightNo,economy_origin,economy_tax,economy_total,economy_full,bussiness_origin,bussiness_tax,bussiness_total,bussiness_full,数据获取日期
FM896,1,FM,上海航空,天合联盟,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,225,0,73E,波音738(中),M,2024-04-01 17:10:00,2024-04-01 19:55:00,False,False,0,False,True,2024-04-01,17:10:00,2024-04-01,19:55:00,,,,,2160,755,2915,3664,,,,,2024-02-09
CZ8310,1,CZ,南方航空,,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,185,0,32M,空客321(中),M,2024-04-01 14:55:00,2024-04-01 17:00:00,False,False,0,False,True,2024-04-01,14:55:00,2024-04-01,17:00:00,,,,,1640,754,2394,3010,,,,,2024-02-09
FM816,1,FM,上海航空,天合联盟,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,中国,CN,2,2,SHA,上海,SHA,虹桥国际机场,虹桥,T1,185,0,789,波音787(大),L,2024-04-01 13:30:00,2024-04-01 15:35:00,False,False,0,False,True,2024-04-01,13:30:00,2024-04-01,15:35:00,,,,,2980,755,3735,4351,,,,,2024-02-09
HO3130,1,HO,吉祥航空,星空联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,200,0,789,波音787(大),L,2024-04-01 09:20:00,2024-04-01 11:40:00,False,False,0,False,True,2024-04-01,09:20:00,2024-04-01,11:40:00,NH,全日空航空,星空联盟,NH919,2003,754,2757,3423,,,,,2024-02-09
NH919,1,NH,全日空航空,星空联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,200,0,789,波音787(大),L,2024-04-01 09:20:00,2024-04-01 11:40:00,False,False,0,False,True,2024-04-01,09:20:00,2024-04-01,11:40:00,,,,,11772,745,12517,13183,,,,,2024-02-09
JL8261,1,JL,日本航空,寰宇一家,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,225,0,73E,波音738(中),M,2024-04-01 17:10:00,2024-04-01 19:55:00,False,False,0,False,True,2024-04-01,17:10:00,2024-04-01,19:55:00,FM,上海航空,天合联盟,FM896,13143,719,13862,14611,,,,,2024-02-09
NH967,1,NH,全日空航空,星空联盟,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,185,0,788,波音787(大),L,2024-04-01 22:30:00,2024-04-02 00:35:00,False,False,0,False,True,2024-04-01,22:30:00,2024-04-02,00:35:00,,,,,11772,742,12514,13130,,,,,2024-02-09
JL9569,1,JL,日本航空,寰宇一家,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,200,0,33E,空客330(大),L,2024-04-01 16:55:00,2024-04-01 19:15:00,False,False,0,False,True,2024-04-01,16:55:00,2024-04-01,19:15:00,MU,东方航空,天合联盟,MU522,13143,722,13865,14531,,,,,2024-02-09
JL085,1,JL,日本航空,寰宇一家,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,200,0,767,波音767(大),L,2024-04-01 11:40:00,2024-04-01 14:00:00,False,False,0,False,True,2024-04-01,11:40:00,2024-04-01,14:00:00,,,,,13236,719,13955,14621,3145,719,3864,4530,2024-02-09
JL5791,1,JL,日本航空,寰宇一家,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,195,0,773,波音777(大),L,2024-04-01 08:40:00,2024-04-01 10:55:00,False,False,0,False,True,2024-04-01,08:40:00,2024-04-01,10:55:00,MU,东方航空,天合联盟,MU576,13396,719,14115,14764,,,,,2024-02-09
HO3136,1,HO,吉祥航空,星空联盟,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,185,0,788,波音787(大),L,2024-04-01 22:30:00,2024-04-02 00:35:00,False,False,0,False,True,2024-04-01,22:30:00,2024-04-02,00:35:00,NH,全日空航空,星空联盟,NH967,2003,755,2758,3374,,,,,2024-02-09
NH969,1,NH,全日空航空,星空联盟,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,,中国,CN,2,2,SHA,上海,SHA,虹桥国际机场,虹桥,T1,190,0,789,波音787(大),L,2024-04-01 10:05:00,2024-04-01 12:15:00,False,False,0,False,True,2024-04-01,10:05:00,2024-04-01,12:15:00,,,,,12282,742,13024,13656,,,,,2024-02-09
CA924,1,CA,中国国航,星空联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,195,0,321,空客321(中),M,2024-04-01 13:35:00,2024-04-01 15:50:00,False,False,0,False,True,2024-04-01,13:35:00,2024-04-01,15:50:00,,,,,969,747,1716,2365,,,,,2024-02-09
MU272,1,MU,东方航空,天合联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,225,0,325,空客321(中),M,2024-04-01 10:55:00,2024-04-01 13:40:00,False,False,0,False,True,2024-04-01,10:55:00,2024-04-01,13:40:00,,,,,1880,754,2634,3383,,,,,2024-02-09
MU728,1,MU,东方航空,天合联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,220,0,325,空客321(中),M,2024-04-01 13:00:00,2024-04-01 15:40:00,False,False,0,False,True,2024-04-01,13:00:00,2024-04-01,15:40:00,,,,,1880,754,2634,3366,,,,,2024-02-09
JL9577,1,JL,日本航空,寰宇一家,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,220,0,325,空客321(中),M,2024-04-01 13:00:00,2024-04-01 15:40:00,False,False,0,False,True,2024-04-01,13:00:00,2024-04-01,15:40:00,MU,东方航空,天合联盟,MU728,13143,722,13865,14597,,,,,2024-02-09
JL5603,1,JL,日本航空,寰宇一家,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,225,0,325,空客321(中),M,2024-04-01 10:55:00,2024-04-01 13:40:00,False,False,0,False,True,2024-04-01,10:55:00,2024-04-01,13:40:00,MU,东方航空,天合联盟,MU272,13143,722,13865,14614,,,,,2024-02-09
MU538,1,MU,东方航空,天合联盟,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,中国,CN,2,2,SHA,上海,SHA,虹桥国际机场,虹桥,T1,220,0,33L,空客330(大),L,2024-04-01 14:30:00,2024-04-01 17:10:00,False,False,0,False,True,2024-04-01,14:30:00,2024-04-01,17:10:00,,,,,2980,755,3735,4467,,,,,2024-02-09
MU522,1,MU,东方航空,天合联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,200,0,33E,空客330(大),L,2024-04-01 16:55:00,2024-04-01 19:15:00,False,False,0,False,True,2024-04-01,16:55:00,2024-04-01,19:15:00,,,,,2510,754,3264,3930,,,,,2024-02-09
NH971,1,NH,全日空航空,星空联盟,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,185,0,320,空客320(中),M,2024-04-01 18:35:00,2024-04-01 20:40:00,False,False,0,False,True,2024-04-01,18:35:00,2024-04-01,20:40:00,,,,,11772,742,12514,13130,,,,,2024-02-09
HO1380,1,HO,吉祥航空,星空联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,185,0,32S,空客32S(中),M,2024-04-01 13:25:00,2024-04-01 15:30:00,False,False,0,False,True,2024-04-01,13:25:00,2024-04-01,15:30:00,,,,,2414,725,3139,3755,,,,,2024-02-09
JL089,1,JL,日本航空,寰宇一家,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,200,0,773,波音777(大),L,2024-04-01 17:25:00,2024-04-01 19:45:00,False,False,0,False,True,2024-04-01,17:25:00,2024-04-01,19:45:00,,,,,12987,719,13706,14372,3145,719,3864,4530,2024-02-09
CA158,1,CA,中国国航,星空联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,190,0,321,空客321(中),M,2024-04-01 08:55:00,2024-04-01 11:05:00,False,False,0,False,True,2024-04-01,08:55:00,2024-04-01,11:05:00,,,,,969,747,1716,2348,,,,,2024-02-09
MU524,1,MU,东方航空,天合联盟,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,205,0,359,空客350(大),L,2024-04-01 13:50:00,2024-04-01 16:15:00,False,False,0,False,True,2024-04-01,13:50:00,2024-04-01,16:15:00,,,,,1880,754,2634,3316,,,,,2024-02-09
