航班号,sequenceNo,marketAirlineCode,航空公司,marketAlliance,出发国家,departureCountryCode,departureProvinceId,departureCityId,departureCityCode,出发城市,出发机场三字码,出发机场,departureAirportShortName,departureTerminal,到达国家,arrivalCountryCode,arrivalProvinceId,arrivalCityId,arrivalCityCode,到达城市,到达机场三字码,到达机场,arrivalAirportShortName,arrivalTerminal,飞行时长,transferDuration,飞机型号三字码,飞机型号,飞机尺寸,departureDateTime,arrivalDateTime,leakedVisaTagSwitch,highLightPlaneNo,停留次数,istTransitService,mainSegment,出发日期,出发时间,到达日期,到达时间,isLowCostCarrier,operateAirlineCode,operateAirlineName,operateAlliance,operateFlightNo,stopList,economy_origin,economy_tax,economy_total,economy_full,bussiness_origin,bussiness_tax,bussiness_total,bussiness_full,数据获取日期
JL736,1,JL,日本航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,788,波音787(大),L,2024-04-01 10:40:00,2024-04-01 16:05:00,False,False,0,False,True,2024-04-01,10:40:00,2024-04-01,16:05:00,,,,,,,3571,756,4327,5209,,,,,2024-03-13
UO628,1,UO,香港快运航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,260,0,321,空客321(中),M,2024-04-01 20:00:00,2024-04-02 01:20:00,False,False,0,False,True,2024-04-01,20:00:00,2024-04-02,01:20:00,True,,,,,,1233,434,1667,2532,,,,,2024-03-13
UO652,1,UO,香港快运航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,270,0,321,空客321(中),M,2024-04-01 15:00:00,2024-04-01 20:30:00,False,False,0,False,True,2024-04-01,15:00:00,2024-04-01,20:30:00,True,,,,,,1401,434,1835,2734,,,,,2024-03-13
CX504,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,773,波音777(大),L,2024-04-01 09:05:00,2024-04-01 14:30:00,False,False,0,False,True,2024-04-01,09:05:00,2024-04-01,14:30:00,,,,,,,4749,436,5185,6067,,,,,2024-03-13
JL7042,1,JL,日本航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,773,波音777(大),L,2024-04-01 09:05:00,2024-04-01 14:30:00,False,False,0,False,True,2024-04-01,09:05:00,2024-04-01,14:30:00,,CX,国泰航空,寰宇一家,CX504,,5949,754,6703,7585,,,,,2024-03-13
CX524,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,359,空客350(大),L,2024-04-01 01:20:00,2024-04-01 06:45:00,False,False,0,False,True,2024-04-01,01:20:00,2024-04-01,06:45:00,,,,,,,4749,436,5185,6067,,,,,2024-03-13
UO622,1,UO,香港快运航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,260,0,321,空客321(中),M,2024-04-01 17:35:00,2024-04-01 22:55:00,False,False,0,False,True,2024-04-01,17:35:00,2024-04-01,22:55:00,True,,,,,,1401,434,1835,2700,,,,,2024-03-13
JL7032,1,JL,日本航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,255,0,773,波音777(大),L,2024-04-01 16:20:00,2024-04-01 21:35:00,False,False,0,False,True,2024-04-01,16:20:00,2024-04-01,21:35:00,,CX,国泰航空,寰宇一家,CX542,,5949,754,6703,7552,,,,,2024-03-13
HB2324,1,HB,大湾区航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,285,0,738,波音737(中),M,2024-04-01 13:25:00,2024-04-01 19:10:00,False,False,0,False,True,2024-04-01,13:25:00,2024-04-01,19:10:00,,,,,,,2153,487,2640,3589,,,,,2024-03-13
HX606,1,HX,香港航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,285,0,320,空客320(中),M,2024-04-01 02:35:00,2024-04-01 08:20:00,False,False,0,False,True,2024-04-01,02:35:00,2024-04-01,08:20:00,,,,,,,2982,436,3418,4367,,,,,2024-03-13
JL7030,1,JL,日本航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,250,0,77W,波音777(大),L,2024-04-01 08:45:00,2024-04-01 13:55:00,False,False,0,False,True,2024-04-01,08:45:00,2024-04-01,13:55:00,,CX,国泰航空,寰宇一家,CX548,,6179,754,6933,7765,,,,,2024-03-13
UO624,1,UO,香港快运航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,255,0,321,空客321(中),M,2024-04-01 23:40:00,2024-04-02 04:55:00,False,False,0,False,True,2024-04-01,23:40:00,2024-04-02,04:55:00,True,,,,,,1680,434,2114,2963,,,,,2024-03-13
CX520,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,77W,波音777(大),L,2024-04-01 10:40:00,2024-04-01 16:05:00,False,False,0,False,True,2024-04-01,10:40:00,2024-04-01,16:05:00,,,,,,,4749,436,5185,6067,,,,,2024-03-13
JL7048,1,JL,日本航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,359,空客350(大),L,2024-04-01 15:10:00,2024-04-01 20:35:00,False,False,0,False,True,2024-04-01,15:10:00,2024-04-01,20:35:00,,CX,国泰航空,寰宇一家,CX500,,5949,754,6703,7585,,,,,2024-03-13
CX450,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,380,0,773,波音777(大),L,2024-04-01 09:55:00,2024-04-01 17:15:00,False,False,1,False,True,2024-04-01,09:55:00,2024-04-01,17:15:00,,,,,,"[{'countryName': '中国', 'provinceId': 53, 'cityCode': 'TPE', 'cityName': '台北', 'airportCode': 'TPE', 'airportName': '桃园机场', 'duration': 70, 'luggageDirectType': 0}]",4749,551,5300,6565,,,,,2024-03-13
CX548,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,250,0,77W,波音777(大),L,2024-04-01 08:45:00,2024-04-01 13:55:00,False,False,0,False,True,2024-04-01,08:45:00,2024-04-01,13:55:00,,,,,,,5243,436,5679,6511,,,,,2024-03-13
UO650,1,UO,香港快运航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,270,0,321,空客321(中),M,2024-04-01 14:15:00,2024-04-01 19:45:00,False,False,0,False,True,2024-04-01,14:15:00,2024-04-01,19:45:00,True,,,,,,1680,434,2114,3013,,,,,2024-03-13
JL7026,1,JL,日本航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,333,空客330(大),L,2024-04-01 08:15:00,2024-04-01 13:40:00,False,False,0,False,True,2024-04-01,08:15:00,2024-04-01,13:40:00,,CX,国泰航空,寰宇一家,CX526,,6547,754,7301,8183,,,,,2024-03-13
CX526,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,333,空客330(大),L,2024-04-01 08:15:00,2024-04-01 13:40:00,False,False,0,False,True,2024-04-01,08:15:00,2024-04-01,13:40:00,,,,,,,4749,436,5185,6067,,,,,2024-03-13
HX604,1,HX,香港航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,275,0,320,空客320(中),M,2024-04-01 07:25:00,2024-04-01 13:00:00,False,False,0,False,True,2024-04-01,07:25:00,2024-04-01,13:00:00,,,,,,,1824,436,2260,3175,,,,,2024-03-13
HX610,1,HX,香港航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,270,0,333,空客330(大),L,2024-04-01 15:25:00,2024-04-01 20:55:00,False,False,0,False,True,2024-04-01,15:25:00,2024-04-01,20:55:00,,,,,,,1245,436,1681,2580,,,,,2024-03-13
CX500,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,359,空客350(大),L,2024-04-01 15:10:00,2024-04-01 20:35:00,False,False,0,False,True,2024-04-01,15:10:00,2024-04-01,20:35:00,,,,,,,4749,436,5185,6067,,,,,2024-03-13
CX542,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,255,0,773,波音777(大),L,2024-04-01 16:20:00,2024-04-01 21:35:00,False,False,0,False,True,2024-04-01,16:20:00,2024-04-01,21:35:00,,,,,,,5243,436,5679,6528,,,,,2024-03-13
HB322,1,HB,大湾区航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,290,0,738,波音737(中),M,2024-04-01 10:50:00,2024-04-01 16:40:00,False,False,0,False,True,2024-04-01,10:50:00,2024-04-01,16:40:00,,,,,,,2153,487,2640,3605,,,,,2024-03-13
JL026,1,JL,日本航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,T3,250,0,789,波音787(大),L,2024-04-01 15:15:00,2024-04-01 20:25:00,False,False,0,False,True,2024-04-01,15:15:00,2024-04-01,20:25:00,,,,,,,3571,756,4327,5159,,,,,2024-03-13
HX608,1,HX,香港航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T1,280,0,333,空客330(大),L,2024-04-01 09:15:00,2024-04-01 14:55:00,False,False,0,False,True,2024-04-01,09:15:00,2024-04-01,14:55:00,,,,,,,2982,436,3418,4350,,,,,2024-03-13
JL7046,1,JL,日本航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,77W,波音777(大),L,2024-04-01 10:40:00,2024-04-01 16:05:00,False,False,0,False,True,2024-04-01,10:40:00,2024-04-01,16:05:00,,CX,国泰航空,寰宇一家,CX520,,5949,754,6703,7585,,,,,2024-03-13
JL7044,1,JL,日本航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,380,0,773,波音777(大),L,2024-04-01 09:55:00,2024-04-01 17:15:00,False,False,1,False,True,2024-04-01,09:55:00,2024-04-01,17:15:00,,CX,国泰航空,寰宇一家,CX450,"[{'countryName': '中国', 'provinceId': 53, 'cityCode': 'TPE', 'cityName': '台北', 'airportCode': 'TPE', 'airportName': '桃园机场', 'duration': 70, 'luggageDirectType': 0}]",6545,868,7413,8678,,,,,2024-03-13
HB320,1,HB,大湾区航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,280,0,738,波音737(中),M,2024-04-01 09:20:00,2024-04-01 15:00:00,False,False,0,False,True,2024-04-01,09:20:00,2024-04-01,15:00:00,,,,,,,2572,487,3059,3991,,,,,2024-03-13
NH860,1,NH,全日空航空,星空联盟,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,HND,羽田机场,羽田,,255,0,788,波音787(大),L,2024-04-01 14:45:00,2024-04-01 20:00:00,False,False,0,False,True,2024-04-01,14:45:00,2024-04-01,20:00:00,True,NQ,Air Japan航空,,,,4068,735,4803,5652,,,,,2024-03-13
JL7040,1,JL,日本航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,日本,JP,0,228,TYO,东京,NRT,成田国际机场,成田,T2,265,0,359,空客350(大),L,2024-04-01 01:20:00,2024-04-01 06:45:00,False,False,0,False,True,2024-04-01,01:20:00,2024-04-01,06:45:00,,CX,国泰航空,寰宇一家,CX524,,5949,754,6703,7585,,,,,2024-03-13
